Store Name,Planogram,Aisle,Bay,Element Name,Element Type,Brand,Facings,WKT Geometry,Z Order,Sales Last 12 Months
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,Shelf 3 - Bay 10,Shelf,,,"POLYGON ((3.2 1.46, 4.8 1.46, 4.8 1.5, 3.2 1.5, 3.2 1.46))",1,
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,Whisker & Co. Bird Seed Mix 2kg,Product,Whisker & Co.,3,"POLYGON ((3.235 1.5, 3.775 1.5, 3.775 1.78, 3.235 1.78, 3.235 1.5))",2,7800
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,Wagful Cat Pouches 12pk,Product,Wagful,3,"POLYGON ((3.787 1.5, 4.387 1.5, 4.387 1.64, 3.787 1.64, 3.787 1.5))",2,7800
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,FreshMart Essentials Bird Seed Mix 2kg,Product,FreshMart Essentials,2,"POLYGON ((4.399 1.5, 4.759 1.5, 4.759 1.78, 4.399 1.78, 4.399 1.5))",2,4000
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,Shelf 4 - Bay 10,Shelf,,,"POLYGON ((3.2 1.86, 4.8 1.86, 4.8 1.9, 3.2 1.9, 3.2 1.86))",1,
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,Whisker & Co. Dog Treats 500g,Product,Whisker & Co.,3,"POLYGON ((3.235 1.9, 3.775 1.9, 3.775 2.16, 3.235 2.16, 3.235 1.9))",2,6600
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,Wagful Cat Pouches 12pk,Product,Wagful,2,"POLYGON ((3.787 1.9, 4.187 1.9, 4.187 2.04, 3.787 2.04, 3.787 1.9))",2,4900
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,FreshMart Essentials Dog Treats 500g,Product,FreshMart Essentials,1,"POLYGON ((4.199 1.9, 4.379 1.9, 4.379 2.16, 4.199 2.16, 4.199 1.9))",2,3800
FreshMart Banksia Grove,Aisle 5 - Pet Care,Aisle 5,10,FreshMart Essentials Cat Pouches 12pk,Product,FreshMart Essentials,1,"POLYGON ((4.391 1.9, 4.591 1.9, 4.591 2.04, 4.391 2.04, 4.391 1.9))",2,3500
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Bay Frame 01,Rack,,,"POLYGON ((0 0, 1.6 0, 1.6 2.2, 0 2.2, 0 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Bay Frame 02,Rack,,,"POLYGON ((1.6 0, 3.2 0, 3.2 2.2, 1.6 2.2, 1.6 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Bay Frame 03,Rack,,,"POLYGON ((3.2 0, 4.8 0, 4.8 2.2, 3.2 2.2, 3.2 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,,Upright 1,Rack,,,"POLYGON ((0 0, 0.025 0, 0.025 2.2, 0 2.2, 0 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,,Upright 2,Rack,,,"POLYGON ((1.575 0, 1.625 0, 1.625 2.2, 1.575 2.2, 1.575 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,,Upright 3,Rack,,,"POLYGON ((3.175 0, 3.225 0, 3.225 2.2, 3.175 2.2, 3.175 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,,Upright 4,Rack,,,"POLYGON ((4.775 0, 4.8 0, 4.8 2.2, 4.775 2.2, 4.775 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Glass Door 01,Glass Door,,,"POLYGON ((0.02 0.05, 1.58 0.05, 1.58 2.15, 0.02 2.15, 0.02 0.05))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Base Deck - Bay 01,Base Deck,,,"POLYGON ((0 0, 1.6 0, 1.6 0.15, 0 0.15, 0 0))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Mixed Vegetables 1kg,Product,FreshMart Essentials,1,"POLYGON ((0.035 0.15, 0.255 0.15, 0.255 0.43, 0.035 0.43, 0.035 0.15))",2,2300
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,SnowFields Stir Fry Mix 750g,Product,SnowFields,2,"POLYGON ((0.267 0.15, 0.667 0.15, 0.667 0.41, 0.267 0.41, 0.267 0.15))",2,4900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,3,"POLYGON ((0.679 0.15, 1.399 0.15, 1.399 0.45, 0.679 0.45, 0.679 0.15))",2,11800
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Shelf 1 - Bay 01,Wire Shelf,,,"POLYGON ((0 0.53, 1.6 0.53, 1.6 0.57, 0 0.57, 0 0.53))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,SnowFields Stir Fry Mix 750g,Product,SnowFields,2,"POLYGON ((0.035 0.57, 0.435 0.57, 0.435 0.83, 0.035 0.83, 0.035 0.57))",2,7500
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Mixed Vegetables 1kg,Product,FreshMart Essentials,2,"POLYGON ((0.447 0.57, 0.887 0.57, 0.887 0.85, 0.447 0.85, 0.447 0.57))",2,7400
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,SnowFields Mixed Vegetables 1kg,Product,SnowFields,1,"POLYGON ((0.899 0.57, 1.119 0.57, 1.119 0.85, 0.899 0.85, 0.899 0.57))",2,2600
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,1,"POLYGON ((1.131 0.57, 1.371 0.57, 1.371 0.87, 1.131 0.87, 1.131 0.57))",2,3200
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Spinach Portions 250g,Product,FreshMart Essentials,1,"POLYGON ((1.383 0.57, 1.543 0.57, 1.543 0.77, 1.383 0.77, 1.383 0.57))",2,3800
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Shelf 2 - Bay 01,Wire Shelf,,,"POLYGON ((0 0.95, 1.6 0.95, 1.6 0.99, 0 0.99, 0 0.95))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,SnowFields Spinach Portions 250g,Product,SnowFields,2,"POLYGON ((0.035 0.99, 0.355 0.99, 0.355 1.19, 0.035 1.19, 0.035 0.99))",2,8000
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Stir Fry Mix 750g,Product,FreshMart Essentials,1,"POLYGON ((0.367 0.99, 0.567 0.99, 0.567 1.25, 0.367 1.25, 0.367 0.99))",2,2300
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Spinach Portions 250g,Product,FreshMart Essentials,2,"POLYGON ((0.579 0.99, 0.899 0.99, 0.899 1.19, 0.579 1.19, 0.579 0.99))",2,6600
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Garden Frost Spinach Portions 250g,Product,Garden Frost,2,"POLYGON ((0.911 0.99, 1.231 0.99, 1.231 1.19, 0.911 1.19, 0.911 0.99))",2,5400
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Stir Fry Mix 750g,Product,FreshMart Essentials,1,"POLYGON ((1.243 0.99, 1.443 0.99, 1.443 1.25, 1.243 1.25, 1.243 0.99))",2,2400
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Shelf 3 - Bay 01,Wire Shelf,,,"POLYGON ((0 1.37, 1.6 1.37, 1.6 1.41, 0 1.41, 0 1.37))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,SnowFields Sweet Corn Cobs 4pk,Product,SnowFields,1,"POLYGON ((0.035 1.41, 0.255 1.41, 0.255 1.57, 0.035 1.57, 0.035 1.41))",2,3900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,SnowFields Chips Crinkle 1kg,Product,SnowFields,1,"POLYGON ((0.267 1.41, 0.507 1.41, 0.507 1.71, 0.267 1.71, 0.267 1.41))",2,3200
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Sweet Corn Cobs 4pk,Product,FreshMart Essentials,1,"POLYGON ((0.519 1.41, 0.739 1.41, 0.739 1.57, 0.519 1.57, 0.519 1.41))",2,2200
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Garden Frost Sweet Corn Cobs 4pk,Product,Garden Frost,3,"POLYGON ((0.751 1.41, 1.411 1.41, 1.411 1.57, 0.751 1.57, 0.751 1.41))",2,11200
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,Shelf 4 - Bay 01,Wire Shelf,,,"POLYGON ((0 1.79, 1.6 1.79, 1.6 1.83, 0 1.83, 0 1.79))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Peas 500g,Product,FreshMart Essentials,3,"POLYGON ((0.035 1.83, 0.575 1.83, 0.575 2.07, 0.035 2.07, 0.035 1.83))",2,6800
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,FreshMart Essentials Sweet Corn Cobs 4pk,Product,FreshMart Essentials,2,"POLYGON ((0.587 1.83, 1.027 1.83, 1.027 1.99, 0.587 1.99, 0.587 1.83))",2,5900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,01,SnowFields Mixed Vegetables 1kg,Product,SnowFields,2,"POLYGON ((1.039 1.83, 1.479 1.83, 1.479 2.11, 1.039 2.11, 1.039 1.83))",2,6200
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Glass Door 02,Glass Door,,,"POLYGON ((1.62 0.05, 3.18 0.05, 3.18 2.15, 1.62 2.15, 1.62 0.05))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Base Deck - Bay 02,Base Deck,,,"POLYGON ((1.6 0, 3.2 0, 3.2 0.15, 1.6 0.15, 1.6 0))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Garden Frost Peas 500g,Product,Garden Frost,3,"POLYGON ((1.635 0.15, 2.175 0.15, 2.175 0.39, 1.635 0.39, 1.635 0.15))",2,6000
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Peas 500g,Product,SnowFields,2,"POLYGON ((2.187 0.15, 2.547 0.15, 2.547 0.39, 2.187 0.39, 2.187 0.15))",2,4900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,FreshMart Essentials Stir Fry Mix 750g,Product,FreshMart Essentials,3,"POLYGON ((2.559 0.15, 3.159 0.15, 3.159 0.41, 2.559 0.41, 2.559 0.15))",2,7600
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Shelf 1 - Bay 02,Wire Shelf,,,"POLYGON ((1.6 0.53, 3.2 0.53, 3.2 0.57, 1.6 0.57, 1.6 0.53))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Chips Crinkle 1kg,Product,SnowFields,3,"POLYGON ((1.635 0.57, 2.355 0.57, 2.355 0.87, 1.635 0.87, 1.635 0.57))",2,11100
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Garden Frost Mixed Vegetables 1kg,Product,Garden Frost,2,"POLYGON ((2.367 0.57, 2.807 0.57, 2.807 0.85, 2.367 0.85, 2.367 0.57))",2,5000
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,1,"POLYGON ((2.819 0.57, 3.059 0.57, 3.059 0.87, 2.819 0.87, 2.819 0.57))",2,2700
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Shelf 2 - Bay 02,Wire Shelf,,,"POLYGON ((1.6 0.95, 3.2 0.95, 3.2 0.99, 1.6 0.99, 1.6 0.95))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Chips Crinkle 1kg,Product,SnowFields,3,"POLYGON ((1.635 0.99, 2.355 0.99, 2.355 1.29, 1.635 1.29, 1.635 0.99))",2,8600
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Sweet Corn Cobs 4pk,Product,SnowFields,1,"POLYGON ((2.367 0.99, 2.587 0.99, 2.587 1.15, 2.367 1.15, 2.367 0.99))",2,2100
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Garden Frost Chips Crinkle 1kg,Product,Garden Frost,1,"POLYGON ((2.599 0.99, 2.839 0.99, 2.839 1.29, 2.599 1.29, 2.599 0.99))",2,3900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Stir Fry Mix 750g,Product,SnowFields,1,"POLYGON ((2.851 0.99, 3.051 0.99, 3.051 1.25, 2.851 1.25, 2.851 0.99))",2,3500
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Shelf 3 - Bay 02,Wire Shelf,,,"POLYGON ((1.6 1.37, 3.2 1.37, 3.2 1.41, 1.6 1.41, 1.6 1.37))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Chips Crinkle 1kg,Product,SnowFields,1,"POLYGON ((1.635 1.41, 1.875 1.41, 1.875 1.71, 1.635 1.71, 1.635 1.41))",2,3600
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Garden Frost Stir Fry Mix 750g,Product,Garden Frost,1,"POLYGON ((1.887 1.41, 2.087 1.41, 2.087 1.67, 1.887 1.67, 1.887 1.41))",2,3800
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,FreshMart Essentials Peas 500g,Product,FreshMart Essentials,2,"POLYGON ((2.099 1.41, 2.459 1.41, 2.459 1.65, 2.099 1.65, 2.099 1.41))",2,6400
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Garden Frost Spinach Portions 250g,Product,Garden Frost,1,"POLYGON ((2.471 1.41, 2.631 1.41, 2.631 1.61, 2.471 1.61, 2.471 1.41))",2,3300
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Spinach Portions 250g,Product,SnowFields,1,"POLYGON ((2.643 1.41, 2.803 1.41, 2.803 1.61, 2.643 1.61, 2.643 1.41))",2,2800
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Garden Frost Mixed Vegetables 1kg,Product,Garden Frost,1,"POLYGON ((2.815 1.41, 3.035 1.41, 3.035 1.69, 2.815 1.69, 2.815 1.41))",2,3000
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Shelf 4 - Bay 02,Wire Shelf,,,"POLYGON ((1.6 1.79, 3.2 1.79, 3.2 1.83, 1.6 1.83, 1.6 1.79))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Stir Fry Mix 750g,Product,SnowFields,2,"POLYGON ((1.635 1.83, 2.035 1.83, 2.035 2.09, 1.635 2.09, 1.635 1.83))",2,5900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,SnowFields Peas 500g,Product,SnowFields,2,"POLYGON ((2.047 1.83, 2.407 1.83, 2.407 2.07, 2.047 2.07, 2.047 1.83))",2,6600
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,1,"POLYGON ((2.419 1.83, 2.659 1.83, 2.659 2.13, 2.419 2.13, 2.419 1.83))",2,3700
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Garden Frost Peas 500g,Product,Garden Frost,1,"POLYGON ((2.671 1.83, 2.851 1.83, 2.851 2.07, 2.671 2.07, 2.671 1.83))",2,3200
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,02,Garden Frost Spinach Portions 250g,Product,Garden Frost,1,"POLYGON ((2.863 1.83, 3.023 1.83, 3.023 2.03, 2.863 2.03, 2.863 1.83))",2,3800
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Glass Door 03,Glass Door,,,"POLYGON ((3.22 0.05, 4.78 0.05, 4.78 2.15, 3.22 2.15, 3.22 0.05))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Base Deck - Bay 03,Base Deck,,,"POLYGON ((3.2 0, 4.8 0, 4.8 0.15, 3.2 0.15, 3.2 0))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,SnowFields Mixed Vegetables 1kg,Product,SnowFields,1,"POLYGON ((3.235 0.15, 3.455 0.15, 3.455 0.43, 3.235 0.43, 3.235 0.15))",2,2000
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Chips Crinkle 1kg,Product,Garden Frost,1,"POLYGON ((3.467 0.15, 3.707 0.15, 3.707 0.45, 3.467 0.45, 3.467 0.15))",2,3400
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,1,"POLYGON ((3.719 0.15, 3.959 0.15, 3.959 0.45, 3.719 0.45, 3.719 0.15))",2,2900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,2,"POLYGON ((3.971 0.15, 4.451 0.15, 4.451 0.45, 3.971 0.45, 3.971 0.15))",2,6400
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,FreshMart Essentials Mixed Vegetables 1kg,Product,FreshMart Essentials,1,"POLYGON ((4.463 0.15, 4.683 0.15, 4.683 0.43, 4.463 0.43, 4.463 0.15))",2,2800
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Shelf 1 - Bay 03,Wire Shelf,,,"POLYGON ((3.2 0.53, 4.8 0.53, 4.8 0.57, 3.2 0.57, 3.2 0.53))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,SnowFields Mixed Vegetables 1kg,Product,SnowFields,3,"POLYGON ((3.235 0.57, 3.895 0.57, 3.895 0.85, 3.235 0.85, 3.235 0.57))",2,6300
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,2,"POLYGON ((3.907 0.57, 4.387 0.57, 4.387 0.87, 3.907 0.87, 3.907 0.57))",2,5000
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,SnowFields Mixed Vegetables 1kg,Product,SnowFields,1,"POLYGON ((4.399 0.57, 4.619 0.57, 4.619 0.85, 4.399 0.85, 4.399 0.57))",2,3300
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Shelf 2 - Bay 03,Wire Shelf,,,"POLYGON ((3.2 0.95, 4.8 0.95, 4.8 0.99, 3.2 0.99, 3.2 0.95))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Stir Fry Mix 750g,Product,Garden Frost,2,"POLYGON ((3.235 0.99, 3.635 0.99, 3.635 1.25, 3.235 1.25, 3.235 0.99))",2,7200
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Spinach Portions 250g,Product,Garden Frost,3,"POLYGON ((3.647 0.99, 4.127 0.99, 4.127 1.19, 3.647 1.19, 3.647 0.99))",2,8000
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Peas 500g,Product,Garden Frost,2,"POLYGON ((4.139 0.99, 4.499 0.99, 4.499 1.23, 4.139 1.23, 4.139 0.99))",2,6400
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Sweet Corn Cobs 4pk,Product,Garden Frost,1,"POLYGON ((4.511 0.99, 4.731 0.99, 4.731 1.15, 4.511 1.15, 4.511 0.99))",2,2400
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Shelf 3 - Bay 03,Wire Shelf,,,"POLYGON ((3.2 1.37, 4.8 1.37, 4.8 1.41, 3.2 1.41, 3.2 1.37))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Stir Fry Mix 750g,Product,Garden Frost,2,"POLYGON ((3.235 1.41, 3.635 1.41, 3.635 1.67, 3.235 1.67, 3.235 1.41))",2,5900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,3,"POLYGON ((3.647 1.41, 4.367 1.41, 4.367 1.71, 3.647 1.71, 3.647 1.41))",2,11300
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Stir Fry Mix 750g,Product,Garden Frost,1,"POLYGON ((4.379 1.41, 4.579 1.41, 4.579 1.67, 4.379 1.67, 4.379 1.41))",2,2500
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Spinach Portions 250g,Product,Garden Frost,1,"POLYGON ((4.591 1.41, 4.751 1.41, 4.751 1.61, 4.591 1.61, 4.591 1.41))",2,2700
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Shelf 4 - Bay 03,Wire Shelf,,,"POLYGON ((3.2 1.79, 4.8 1.79, 4.8 1.83, 3.2 1.83, 3.2 1.79))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,FreshMart Essentials Chips Crinkle 1kg,Product,FreshMart Essentials,2,"POLYGON ((3.235 1.83, 3.715 1.83, 3.715 2.13, 3.235 2.13, 3.235 1.83))",2,3900
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,Garden Frost Spinach Portions 250g,Product,Garden Frost,1,"POLYGON ((3.727 1.83, 3.887 1.83, 3.887 2.03, 3.727 2.03, 3.727 1.83))",2,3100
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,FreshMart Essentials Sweet Corn Cobs 4pk,Product,FreshMart Essentials,3,"POLYGON ((3.899 1.83, 4.559 1.83, 4.559 1.99, 3.899 1.99, 3.899 1.83))",2,11700
FreshMart Banksia Grove,Aisle 6 - Frozen Vegetables,Aisle 6,03,FreshMart Essentials Peas 500g,Product,FreshMart Essentials,1,"POLYGON ((4.571 1.83, 4.751 1.83, 4.751 2.07, 4.571 2.07, 4.571 1.83))",2,1900
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,Bay Frame 04,Rack,,,"POLYGON ((0 0, 1.6 0, 1.6 2.2, 0 2.2, 0 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,05,Bay Frame 05,Rack,,,"POLYGON ((1.6 0, 3.2 0, 3.2 2.2, 1.6 2.2, 1.6 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,06,Bay Frame 06,Rack,,,"POLYGON ((3.2 0, 4.8 0, 4.8 2.2, 3.2 2.2, 3.2 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,07,Bay Frame 07,Rack,,,"POLYGON ((4.8 0, 6.4 0, 6.4 2.2, 4.8 2.2, 4.8 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,,Upright 1,Rack,,,"POLYGON ((0 0, 0.025 0, 0.025 2.2, 0 2.2, 0 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,,Upright 2,Rack,,,"POLYGON ((1.575 0, 1.625 0, 1.625 2.2, 1.575 2.2, 1.575 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,,Upright 3,Rack,,,"POLYGON ((3.175 0, 3.225 0, 3.225 2.2, 3.175 2.2, 3.175 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,,Upright 4,Rack,,,"POLYGON ((4.775 0, 4.825 0, 4.825 2.2, 4.775 2.2, 4.775 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,,Upright 5,Rack,,,"POLYGON ((6.375 0, 6.4 0, 6.4 2.2, 6.375 2.2, 6.375 0))",0,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,Glass Door 04,Glass Door,,,"POLYGON ((0.02 0.05, 1.58 0.05, 1.58 2.15, 0.02 2.15, 0.02 0.05))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,Base Deck - Bay 04,Base Deck,,,"POLYGON ((0 0, 1.6 0, 1.6 0.15, 0 0.15, 0 0))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,Mama Rosa Mac & Cheese 320g,Product,Mama Rosa,2,"POLYGON ((0.035 0.15, 0.335 0.15, 0.335 0.2, 0.035 0.2, 0.035 0.15))",2,5900
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,Heat & Eat Lasagne 400g,Product,Heat & Eat,3,"POLYGON ((0.347 0.15, 0.827 0.15, 0.827 0.2, 0.347 0.2, 0.347 0.15))",2,11700
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,FreshMart Essentials Mac & Cheese 320g,Product,FreshMart Essentials,1,"POLYGON ((0.839 0.15, 0.989 0.15, 0.989 0.2, 0.839 0.2, 0.839 0.15))",2,2200
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,FreshMart Essentials Butter Chicken 350g,Product,FreshMart Essentials,2,"POLYGON ((1.001 0.15, 1.321 0.15, 1.321 0.2, 1.001 0.2, 1.001 0.15))",2,5900
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,Mama Rosa Family Pie 700g,Product,Mama Rosa,1,"POLYGON ((1.333 0.15, 1.533 0.15, 1.533 0.24, 1.333 0.24, 1.333 0.15))",2,3900
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,Shelf 1 - Bay 04,Wire Shelf,,,"POLYGON ((0 0.53, 1.6 0.53, 1.6 0.57, 0 0.57, 0 0.53))",1,
FreshMart Banksia Grove,Aisle 6 - Frozen Meals,Aisle 6,04,FreshMart Essentials Dumplings 750g,Product,FreshMart Essentials,1,"POLYGON ((0.035 0.57, 0.245 0.57, 0.245 0.67, 0.035 0.67, 0.035 0.57))",2,3000
